stop_id,stop_lat,stop_lon
Z--27771,4.63869395,-74.06967096
Z--27772,4.642890566,-74.06888549
Z--27774,4.64562145,-74.06841796
Z--27775,4.649338774,-74.0677168
Z--27777,4.656544656,-74.06610803
Z--27778,4.659459041,-74.07035354
Z--27779,4.662107269,-74.07400289
Z--2778,4.65743867,-74.05909297
Z--27780,4.665924618,-74.0780019
Z--27781,4.668113532,-74.07953435
Z--27782,4.670824258,-74.08136361
Z--27783,4.674144127,-74.08362335
Z--27784,4.675808061,-74.08475814
Z--27785,4.680174951,-74.08798814
Z--27786,4.682082617,-74.08972198
Z--27787,4.683723284,-74.09126298
Z--27789,4.685872951,-74.09341065
Z--2779,4.658560626,-74.0608359
Z--27790,4.689598951,-74.09793915
Z--27791,4.691562951,-74.10036448
Z--27792,4.693165618,-74.10234549
Z--27793,4.695722784,-74.10555549
Z--27794,4.697608118,-74.10820699
Z--27795,4.700294118,-74.11201599
Z--27796,4.702397785,-74.11474299
Z--27797,4.705752785,-74.11865416
Z--27798,4.708018118,-74.121374
Z--27799,4.707376979,-74.12287383
Z--2780,4.66013631,-74.06275649
Z--27800,4.705337226,-74.12382362
Z--27801,4.705174618,-74.12521017
Z--27802,4.704810413,-74.12796663
Z--27803,4.702371009,-74.12993622
Z--27804,4.70073924,-74.13101001
Z--27805,4.702464839,-74.13465604
Z--27806,4.710585184,-74.13978534
Z--27807,4.712251452,-74.14073897
Z--27808,4.714915513,-74.14213725
Z--2781,4.656303735,-74.06682865
Z--27810,4.61499747,-74.19874669
Z--27812,4.636308166,-74.18482383
Z--27813,4.725229696,-74.12385265
Z--27819,4.562618622,-74.15232226
Z--2782,4.652615842,-74.08146314
Z--27826,4.640899099,-74.1851274
Z--27827,4.640606611,-74.18294732
Z--27828,4.638071379,-74.18177869
Z--27829,4.635257989,-74.18048041
Z--2783,4.654768732,-74.08537591
Z--27830,4.635561343,-74.17618258
Z--27831,4.634533851,-74.17439415
Z--27832,4.631645133,-74.17285404
Z--27833,4.629791758,-74.17177692
Z--27834,4.624189761,-74.17122844
Z--27835,4.622148007,-74.17277488
Z--27836,4.619822266,-74.17392233
Z--27837,4.618304659,-74.17605192
Z--27838,4.616665724,-74.1755686
Z--27839,4.615723428,-74.17602308
Z--2784,4.656153719,-74.08640091
Z--27840,4.614646735,-74.17491631
Z--27841,4.613635946,-74.17379837
Z--27842,4.613293191,-74.17030981
Z--27843,4.614055905,-74.1663587
Z--27844,4.614518309,-74.16361557
Z--27845,4.61578076,-74.15851143
Z--27846,4.616257908,-74.15583187
Z--27847,4.616785715,-74.15355736
Z--27848,4.6173087,-74.14975278
Z--27849,4.618947302,-74.14280921
Z--2785,4.658060679,-74.08764287
Z--27850,4.615940399,-74.13725894
Z--27851,4.612888042,-74.13482336
Z--27852,4.610637131,-74.13175814
Z--27853,4.606669121,-74.12679534
Z--27854,4.604749697,-74.12495674
Z--27855,4.603466748,-74.12319564
Z--27856,4.603601743,-74.12050825
Z--27857,4.605416671,-74.11952812
Z--27858,4.607774078,-74.1182445
Z--27859,4.610130319,-74.11693305
Z--2786,4.660769496,-74.08952781
Z--27860,4.613707344,-74.11508513
Z--27861,4.615096193,-74.11342846
Z--27862,4.617484362,-74.10728143
Z--27863,4.617413866,-74.10596215
Z--27864,4.615573271,-74.10558983
Z--27865,4.614233991,-74.10519268
Z--27866,4.61030348,-74.10300776
Z--27867,4.608206729,-74.10079818
Z--27868,4.607139771,-74.09940224
Z--27869,4.604433212,-74.09587354
Z--2787,4.663278458,-74.09119775
Z--27870,4.605649498,-74.09131605
Z--27871,4.609424682,-74.08851633
Z--27872,4.612560558,-74.08653207
Z--27873,4.615568106,-74.08245306
Z--27874,4.615689989,-74.08028566
Z--27875,4.616186915,-74.07790724
Z--27876,4.617735354,-74.0755345
Z--27877,4.619805106,-74.07481886
Z--27878,4.621734029,-74.07478403
Z--27879,4.624295929,-74.07431688
Z--2788,4.661743117,-74.09725432
Z--27880,4.62806128,-74.07511451
Z--27881,4.630455519,-74.07490386
Z--27882,4.632983919,-74.07505135
Z--27883,4.637630569,-74.07465037
Z--27884,4.641133764,-74.07404506
Z--27885,4.642698202,-74.0737669
Z--27886,4.643978985,-74.0729186
Z--27887,4.645798287,-74.07241211
Z--27888,4.649558931,-74.07267478
Z--27889,4.65171068,-74.07227429
Z--2789,4.688622434,-74.12939524
Z--27890,4.654127084,-74.07183448
Z--27891,4.656814478,-74.07095468
Z--27892,4.658527077,-74.06981106
Z--27893,4.659574839,-74.0703023
Z--27894,4.662560822,-74.07446015
Z--27895,4.666363372,-74.0781485
Z--27896,4.66826934,-74.07951533
Z--27897,4.670974482,-74.08137215
Z--27898,4.674240008,-74.08358027
Z--27899,4.675934051,-74.08471741
Z--27900,4.680342428,-74.08810999
Z--27901,4.682073158,-74.08970577
Z--27902,4.683762035,-74.09126901
Z--27906,4.693129449,-74.10233304
Z--27907,4.695671163,-74.10547597
Z--27909,4.700286961,-74.11199736
Z--27910,4.702405447,-74.11476
Z--27911,4.705727394,-74.11861121
Z--27912,4.707969915,-74.12132435
Z--27913,4.710227806,-74.12436837
Z--27914,4.712733663,-74.12274207
Z--27915,4.714449866,-74.12156655
Z--27916,4.715920141,-74.12140089
Z--27918,4.718373693,-74.12103136
Z--27919,4.719745486,-74.12119671
Z--27920,4.720981391,-74.12159779
Z--27928,4.718404877,-74.12092657
Z--27929,4.716822606,-74.12312815
Z--27933,4.71503027,-74.11948945
Z--27934,4.713180417,-74.11851416
Z--27935,4.711174662,-74.11998094
Z--27936,4.709141575,-74.1211104
Z--27937,4.70759139,-74.12116989
Z--27938,4.704797231,-74.11783291
Z--27939,4.701831162,-74.11431684
Z--27940,4.699787239,-74.11157761
Z--27941,4.697887454,-74.10886896
Z--27942,4.694713833,-74.10464804
Z--27943,4.692608811,-74.10198572
Z--27944,4.691336596,-74.10034339
Z--27945,4.688747978,-74.09705412
Z--27946,4.684395534,-74.09212381
Z--27947,4.682801951,-74.09075874
Z--27948,4.681021768,-74.08899342
Z--27949,4.679912429,-74.08795749
Z--2795,4.681155784,-74.12067083
Z--27950,4.67500539,-74.08430141
Z--27951,4.672732393,-74.08275502
Z--27952,4.668658258,-74.079985
Z--27953,4.665863477,-74.07800902
Z--27954,4.660308421,-74.07507925
Z--27955,4.659274772,-74.07360851
Z--27956,4.657781636,-74.07142778
Z--27957,4.654390074,-74.0719718
Z--27958,4.652153829,-74.07237412
Z--27959,4.649064117,-74.07298477
Z--27960,4.646532218,-74.0736964
Z--27961,4.64478262,-74.07359824
Z--27962,4.643505504,-74.07393306
Z--27963,4.64206306,-74.07396939
Z--27964,4.641033435,-74.07417888
Z--27965,4.638011387,-74.0746702
Z--27966,4.635085899,-74.07520328
Z--27968,4.628119611,-74.07553317
Z--27969,4.620449581,-74.07431271
Z--27970,4.62022406,-74.07513377
Z--27971,4.618649465,-74.07803101
Z--27972,4.617422901,-74.08006735
Z--27973,4.616374656,-74.08203246
Z--27974,4.615006386,-74.08325351
Z--27975,4.612816215,-74.08492863
Z--27976,4.612340067,-74.0890983
Z--27977,4.608672512,-74.09215759
Z--27978,4.605438948,-74.09472729
Z--27979,4.60618542,-74.09723474
Z--27980,4.60877155,-74.10028166
Z--27981,4.613246751,-74.10407841
Z--27982,4.617708509,-74.10551347
Z--27983,4.617950844,-74.10743659
Z--27984,4.615660185,-74.11342439
Z--27985,4.613694678,-74.11537128
Z--27986,4.611024451,-74.11671423
Z--27987,4.608209394,-74.11828283
Z--27988,4.60578399,-74.11961495
Z--27989,4.603905398,-74.12062908
Z--27990,4.60368024,-74.12303615
Z--27991,4.605046352,-74.12484675
Z--27992,4.607552137,-74.1270637
Z--27993,4.611526096,-74.13269061
Z--27994,4.614460647,-74.13580249
Z--27995,4.616562834,-74.1373659
Z--27996,4.619264623,-74.14322853
Z--27997,4.618594983,-74.14591526
Z--27998,4.617686862,-74.15021108
Z--27999,4.616993947,-74.15402943
Z--28,4.662865117,-74.09640215
Z--28000,4.616321905,-74.15707766
Z--28001,4.615539632,-74.16191949
Z--28002,4.614309485,-74.16540533
Z--28003,4.613693675,-74.16969
Z--28004,4.614610472,-74.17189158
Z--28005,4.615662597,-74.17398
Z--28006,4.616866409,-74.1747454
Z--28007,4.618446153,-74.17576843
Z--28008,4.619654273,-74.17412783
Z--28009,4.622119509,-74.17269588
Z--28010,4.623834108,-74.1714696
Z--28014,4.62709546,-74.16967005
Z--28015,4.628982007,-74.17087645
Z--28016,4.632010553,-74.17247405
Z--28017,4.633919377,-74.17359168
Z--28018,4.635665438,-74.17612817
Z--28019,4.634731085,-74.17922713
Z--28020,4.637916051,-74.1816067
Z--28021,4.640708608,-74.18292465
Z--28022,4.641446744,-74.18502857
Z--28023,4.638984009,-74.18418027
Z--28024,4.624163389,-74.07367319
Z--28026,4.615849456,-74.08530589
Z--28027,4.597795129,-74.07797505
Z--2803,4.653207033,-74.10374725
Z--28030,4.595136694,-74.07361535
Z--28031,4.593194385,-74.07462941
Z--28033,4.590116,-74.0771199
Z--28034,4.644168283,-74.05795296
Z--28037,4.672845995,-74.07527359
Z--28046,4.578814102,-74.17956749
Z--2805,4.697246118,-74.08275931
Z--2806,4.702399451,-74.08090281
Z--28066,4.608132959,-74.09255787
Z--28067,4.705256644,-74.13546264
Z--28069,4.710233951,-74.12459433
Z--2807,4.705241951,-74.08157264
Z--28070,4.705535717,-74.13188614
Z--28071,4.708204112,-74.12965556
Z--28072,4.710270451,-74.1243555
Z--28073,4.673908136,-74.08147427
Z--28074,4.67190145,-74.07859947
Z--28075,4.668981998,-74.07515868
Z--28076,4.666340435,-74.07162665
Z--28077,4.665398639,-74.07033187
Z--28078,4.664092191,-74.0686351
Z--28079,4.662265263,-74.06744798
Z--2808,4.709225285,-74.08026764
Z--28080,4.658494245,-74.06982156
Z--28081,4.656814812,-74.07092985
Z--28082,4.654119251,-74.07181114
Z--28083,4.651726512,-74.07226179
Z--28084,4.649568598,-74.07265911
Z--28085,4.645658919,-74.07243579
Z--28086,4.643955653,-74.0729431
Z--28087,4.642656704,-74.0737734
Z--28088,4.641136264,-74.07405556
Z--28089,4.637654068,-74.07465703
Z--2809,4.709964451,-74.0781403
Z--28090,4.632957087,-74.07505218
Z--28092,4.627356808,-74.07517435
Z--28093,4.620367251,-74.07347091
Z--28094,4.696022784,-74.10617699
Z--28095,4.617920753,-74.07545137
Z--28096,4.616212414,-74.07787424
Z--28097,4.615115291,-74.08002932
Z--28098,4.675034117,-74.08429197
Z--28099,4.615140956,-74.08107145
Z--281,4.651845117,-74.08416264
Z--2810,4.710367951,-74.0755903
Z--28100,4.674735103,-74.08348286
Z--28101,4.616393573,-74.08536878
Z--28102,4.673610814,-74.08134478
Z--28103,4.614969796,-74.08319953
Z--28104,4.671284906,-74.07837539
Z--28105,4.616202748,-74.08198941
Z--28106,4.66941948,-74.07591082
Z--28107,4.617032215,-74.07992749
Z--28108,4.666241939,-74.07180481
Z--28109,4.618502991,-74.0780189
Z--2811,4.710725285,-74.07326197
Z--28110,4.619791107,-74.07559816
Z--28111,4.665264145,-74.07045636
Z--28112,4.62045258,-74.07430671
Z--28113,4.663952363,-74.06875243
Z--28114,4.624160934,-74.07364857
Z--28115,4.661699952,-74.06798813
Z--28117,4.659594869,-74.06931874
Z--28119,4.657766941,-74.07041103
Z--2812,4.710993785,-74.0709743
Z--28120,4.634211537,-74.075386
Z--28121,4.654347909,-74.07196181
Z--28122,4.637965222,-74.07468087
Z--28123,4.652133163,-74.07235946
Z--28124,4.641008435,-74.07415572
Z--28125,4.642084393,-74.07397173
Z--28126,4.649092783,-74.07298877
Z--28127,4.643499504,-74.07393306
Z--28128,4.646505885,-74.07367641
Z--28129,4.644754954,-74.07359891
Z--2813,4.711110451,-74.06953746
Z--28131,4.676247878,-74.07663096
Z--28132,4.677494828,-74.08038848
Z--28133,4.67517092,-74.08213025
Z--28134,4.673874229,-74.08152501
Z--28135,4.671342404,-74.07841172
Z--28136,4.669625708,-74.07594992
Z--28137,4.666394463,-74.07178729
Z--28138,4.665157483,-74.07081552
Z--28139,4.662117602,-74.0730321
Z--2814,4.709448451,-74.06572296
Z--28140,4.66024401,-74.07433471
Z--28141,4.659183885,-74.07365607
Z--28142,4.657678278,-74.07147982
Z--28143,4.654366408,-74.07195964
Z--28144,4.652139996,-74.07236396
Z--28145,4.650843314,-74.0719659
Z--28146,4.650265738,-74.06883605
Z--28147,4.649923054,-74.06693928
Z--28148,4.64960499,-74.06514178
Z--28149,4.647457432,-74.06391786
Z--2815,4.708309285,-74.06314579
Z--28150,4.644256172,-74.06443827
Z--28151,4.641451918,-74.06490725
Z--28152,4.637438281,-74.06558909
Z--28153,4.633398639,-74.06627876
Z--28154,4.630502449,-74.06678172
Z--28155,4.627636817,-74.06723705
Z--28156,4.626158522,-74.06749281
Z--28157,4.622303097,-74.06811022
Z--28159,4.61664838,-74.06912532
Z--2816,4.707578618,-74.06014446
Z--28160,4.614624215,-74.07084706
Z--28161,4.611096909,-74.07280617
Z--28162,4.60902418,-74.07452505
Z--28163,4.609968661,-74.07809023
Z--28164,4.611210445,-74.07986733
Z--28166,4.612785882,-74.08489563
Z--28167,4.612474618,-74.08905713
Z--28169,4.604830419,-74.09517836
Z--2817,4.706886618,-74.05610096
Z--28170,4.601611963,-74.0977242
Z--28171,4.599116755,-74.09962573
Z--28172,4.596060375,-74.10202747
Z--28173,4.59322982,-74.10492452
Z--28174,4.591171735,-74.1070656
Z--28175,4.58874983,-74.11114744
Z--28176,4.588506506,-74.11704638
Z--28177,4.587749035,-74.12623919
Z--28178,4.585818778,-74.13105917
Z--28179,4.585197635,-74.13479336
Z--2818,4.705916284,-74.05079195
Z--28180,4.583965403,-74.13823509
Z--28181,4.582308699,-74.14027865
Z--28182,4.581062075,-74.14175874
Z--28184,4.580604316,-74.15148254
Z--28185,4.580719311,-74.1557967
Z--28186,4.580722144,-74.161025
Z--28187,4.583541866,-74.16437604
Z--28188,4.580359992,-74.16576232
Z--28189,4.578307739,-74.16654545
Z--2819,4.704912951,-74.04741028
Z--28190,4.579089375,-74.16997982
Z--28191,4.57692896,-74.16908152
Z--28193,4.575271359,-74.17049263
Z--28195,4.576932793,-74.17644473
Z--28196,4.578796219,-74.17905446
Z--28198,4.5767663,-74.17640373
Z--28199,4.576019996,-74.173855
Z--2820,4.705295118,-74.04756495
Z--28200,4.575263359,-74.17070362
Z--28201,4.577038289,-74.17068029
Z--28202,4.577141618,-74.16906752
Z--28203,4.578922048,-74.16992015
Z--28204,4.578060748,-74.16658362
Z--28205,4.580326659,-74.16562815
Z--28206,4.583477202,-74.16419321
Z--28207,4.580049504,-74.16078668
Z--28208,4.580542318,-74.15561304
Z--28209,4.580306328,-74.15125371
Z--2821,4.707728785,-74.04837445
Z--28210,4.578558397,-74.14408049
Z--28211,4.581780104,-74.14060063
Z--28212,4.584178342,-74.13774491
Z--28213,4.585020143,-74.13479986
Z--28214,4.585729115,-74.13056919
Z--28215,4.587764535,-74.12567654
Z--28216,4.587856198,-74.12042708
Z--28217,4.588196852,-74.11635707
Z--28218,4.588474008,-74.11244056
Z--28219,4.58805919,-74.10836722
Z--2822,4.712540785,-74.04774295
Z--28220,4.587025898,-74.10750992
Z--28221,4.584360837,-74.10392922
Z--28222,4.584416002,-74.10164798
Z--28223,4.587906531,-74.10003288
Z--28224,4.591424558,-74.09802712
Z--28225,4.593203989,-74.09646535
Z--28226,4.595511731,-74.09606103
Z--28227,4.598962594,-74.09502091
Z--28228,4.601996475,-74.09356696
Z--28229,4.605635331,-74.09129972
Z--2823,4.716985451,-74.04708495
Z--28230,4.609467513,-74.08852499
Z--28231,4.612558225,-74.08651407
Z--28232,4.615293284,-74.08266822
Z--28233,4.615164623,-74.08105945
Z--28234,4.615154456,-74.07999482
Z--28235,4.616220747,-74.07791641
Z--28236,4.617578027,-74.07581265
Z--28237,4.620339252,-74.07347624
Z--28239,4.626824163,-74.07273211
Z--2824,4.719976118,-74.04667328
Z--28240,4.629271566,-74.07261844
Z--28242,4.632821592,-74.0719443
Z--28243,4.635684813,-74.07025504
Z--28244,4.639511828,-74.0695309
Z--28245,4.642935026,-74.06891092
Z--28246,4.646382557,-74.06828461
Z--28247,4.649493934,-74.06770497
Z--28248,4.650381232,-74.06928691
Z--28249,4.651023203,-74.0720464
Z--2825,4.722396118,-74.04632778
Z--28250,4.651365002,-74.07399825
Z--28251,4.651688731,-74.07569244
Z--28252,4.652661142,-74.07578582
Z--28253,4.655352869,-74.07544884
Z--28254,4.659017557,-74.07436255
Z--28255,4.660766822,-74.07318709
Z--28256,4.664573506,-74.07047686
Z--28257,4.665518464,-74.07030943
Z--28258,4.666498043,-74.07160781
Z--28259,4.669164696,-74.07507979
Z--2826,4.727549118,-74.04556078
Z--28260,4.671845127,-74.07855538
Z--28261,4.673114667,-74.07936702
Z--28262,4.675453075,-74.07759076
Z--28263,4.674831433,-74.07472637
Z--28264,4.589196276,-74.08466063
Z--28265,4.637812131,-74.18344939
Z--28267,4.673006334,-74.15148671
Z--28268,4.655470117,-74.0661903
Z--2827,4.729241785,-74.04529912
Z--28270,4.675159749,-74.15060625
Z--28271,4.691501784,-74.11994816
Z--28272,4.693852451,-74.12298666
Z--28273,4.696979284,-74.12713717
Z--28278,4.696618951,-74.12609917
Z--28279,4.693788284,-74.1232165
Z--2828,4.732177313,-74.04470512
Z--28280,4.691175451,-74.12002016
Z--28281,4.685664024,-74.12343313
Z--28282,4.687566951,-74.11975816
Z--28283,4.690678284,-74.11719349
Z--28287,4.684421618,-74.11434591
Z--2829,4.732615952,-74.04339128
Z--28294,4.67579745,-74.14030884
Z--28295,4.672206451,-74.13673867
Z--28296,4.668877284,-74.13364317
Z--28297,4.66709795,-74.13197367
Z--28298,4.66837245,-74.1283105
Z--28299,4.671141618,-74.12591917
Z--2830,4.730709618,-74.03766111
Z--28300,4.675497617,-74.12242983
Z--28301,4.682002617,-74.11626599
Z--28302,4.68348045,-74.11489699
Z--28303,4.679444784,-74.10949149
Z--28304,4.676772451,-74.10644282
Z--28305,4.676517117,-74.10416199
Z--28306,4.68013545,-74.10570232
Z--28307,4.681923117,-74.10615315
Z--28308,4.683883618,-74.10537949
Z--28309,4.686287785,-74.10353682
Z--2831,4.727357785,-74.03237344
Z--28310,4.688414451,-74.10188449
Z--28311,4.688781784,-74.09706965
Z--28312,4.684417784,-74.09209181
Z--28313,4.682959284,-74.09071114
Z--28314,4.681887784,-74.08973714
Z--28315,4.679943784,-74.08794881
Z--28316,4.675046283,-74.08428797
Z--28317,4.672763784,-74.08274247
Z--28318,4.66869445,-74.07997647
Z--28319,4.665881117,-74.07803114
Z--2832,4.724659452,-74.03244194
Z--28320,4.660327283,-74.0750413
Z--28321,4.659331617,-74.0735948
Z--28322,4.657811783,-74.07142547
Z--28323,4.656155283,-74.0692553
Z--28324,4.654727117,-74.0671643
Z--28326,4.65960895,-74.07032497
Z--28327,4.662328117,-74.07407963
Z--28328,4.666001117,-74.07789347
Z--28329,4.668336117,-74.07950881
Z--2833,4.724544141,-74.03055708
Z--28330,4.671024784,-74.08135064
Z--28331,4.67430945,-74.08358814
Z--28332,4.675963284,-74.08471931
Z--28333,4.680204117,-74.08798081
Z--28334,4.682100117,-74.08969781
Z--28335,4.68376645,-74.09125081
Z--28336,4.685875284,-74.09339415
Z--28337,4.68958245,-74.09782615
Z--28338,4.690721785,-74.09929832
Z--28339,4.688633951,-74.10184365
Z--2834,4.724499785,-74.03216277
Z--28340,4.686021118,-74.10382615
Z--28341,4.684375784,-74.10513265
Z--28342,4.682071117,-74.10643115
Z--28343,4.676541118,-74.10428115
Z--28344,4.679643117,-74.10945932
Z--28345,4.683338784,-74.11112999
Z--28346,4.685325618,-74.11283016
Z--28347,4.684596118,-74.11417866
Z--28348,4.681465617,-74.11716933
Z--28349,4.675809284,-74.122557
Z--2835,4.727143452,-74.03211211
Z--28350,4.671393284,-74.126094
Z--28351,4.670188117,-74.12729017
Z--28352,4.66840845,-74.12860983
Z--28353,4.666915117,-74.1298285
Z--28354,4.667710617,-74.131945
Z--28355,4.669422784,-74.13359567
Z--28356,4.67190595,-74.13606984
Z--28357,4.675844617,-74.14032167
Z--2836,4.730510452,-74.03200561
Z--28367,4.501711785,-74.08624939
Z--28368,4.605543259,-74.09632282
Z--28369,4.563766115,-74.10667482
Z--2837,4.734777452,-74.03189777
Z--28370,4.563757448,-74.10879166
Z--28371,4.564100395,-74.11091522
Z--28372,4.566588115,-74.11368516
Z--28373,4.568393448,-74.11696916
Z--28374,4.569194615,-74.12068666
Z--28375,4.570163115,-74.12341
Z--28376,4.573542615,-74.1236415
Z--28377,4.576078281,-74.123997
Z--28378,4.578443115,-74.12499967
Z--28379,4.581427173,-74.12625857
Z--2838,4.735234285,-74.02996977
Z--28380,4.584599448,-74.12760983
Z--28381,4.587910282,-74.12565267
Z--28382,4.587985499,-74.1204259
Z--28383,4.588329448,-74.11629966
Z--28384,4.588653615,-74.11238466
Z--28385,4.590048948,-74.10804282
Z--28386,4.592417282,-74.10553315
Z--28387,4.593681782,-74.10426165
Z--28388,4.594869615,-74.10072182
Z--28389,4.595590949,-74.10056982
Z--2839,4.736118952,-74.02898644
Z--28390,4.598659615,-74.09816482
Z--28391,4.600354449,-74.09683732
Z--28395,4.612728782,-74.08647981
Z--28397,4.615473116,-74.08262031
Z--28398,4.615311449,-74.08102064
Z--28399,4.615305782,-74.07996347
Z--2840,4.737986952,-74.0275891
Z--28400,4.616339389,-74.07792661
Z--28401,4.617717949,-74.07578214
Z--28402,4.620503116,-74.0733653
Z--28403,4.624075616,-74.0720498
Z--28404,4.627092283,-74.0727393
Z--28405,4.629429949,-74.07256597
Z--28406,4.631558616,-74.07216613
Z--28407,4.632872949,-74.07190763
Z--28408,4.636464783,-74.0730348
Z--28409,4.637864783,-74.07459347
Z--2841,4.737653785,-74.0254546
Z--28410,4.64135895,-74.07400397
Z--28411,4.642877616,-74.0737203
Z--28412,4.644137783,-74.07286363
Z--28413,4.64581395,-74.07240847
Z--28414,4.64975495,-74.0726073
Z--28415,4.644944783,-74.0736168
Z--28416,4.643701116,-74.07394913
Z--28417,4.642318283,-74.0739958
Z--28418,4.64122945,-74.07418947
Z--28419,4.638225783,-74.0746853
Z--2842,4.737249452,-74.02413743
Z--28420,4.634431449,-74.07538664
Z--28421,4.631190783,-74.07528314
Z--28422,4.628314116,-74.07553697
Z--28423,4.620667116,-74.0743063
Z--28424,4.619993949,-74.0755978
Z--28425,4.618717616,-74.07800447
Z--28426,4.617230449,-74.07989897
Z--28427,4.616429616,-74.08205281
Z--28428,4.615157949,-74.08319397
Z--28433,4.601676949,-74.09773965
Z--28434,4.599296782,-74.09963532
Z--28438,4.588920615,-74.11116249
Z--28439,4.588675282,-74.11705766
Z--28440,4.583649282,-74.1259015
Z--28442,4.580454615,-74.12600217
Z--28443,4.568669295,-74.14625039
Z--28444,4.571244356,-74.12539595
Z--28445,4.568962065,-74.12290864
Z--28446,4.568328957,-74.12077102
Z--28447,4.567344707,-74.11629476
Z--28448,4.566524985,-74.11373693
Z--28450,4.563922448,-74.11080032
Z--28451,4.563708281,-74.10884182
Z--28454,4.570776403,-74.12464679
Z--28455,4.555230584,-74.12128311
Z--28457,4.586720797,-74.1284844
Z--28459,4.584745657,-74.13719134
Z--28460,4.588731926,-74.11816822
Z--28462,4.594839575,-74.10032237
Z--28464,4.564774372,-74.10803875
Z--28466,4.541641662,-74.08379814
Z--28467,4.541620999,-74.0837008
Z--28468,4.537561999,-74.0836588
Z--28469,4.537544999,-74.0835198
Z--28470,4.533926999,-74.08513181
Z--28471,4.533961999,-74.08516881
Z--28472,4.532044999,-74.08642981
Z--28473,4.532251999,-74.08621781
Z--28474,4.588101999,-74.09879481
Z--28476,4.505286999,-74.08846281
Z--28477,4.505197999,-74.08822781
Z--28478,4.506720999,-74.08863681
Z--28479,4.506648999,-74.08864881
Z--28480,4.517714999,-74.09049881
Z--28481,4.517362999,-74.09002781
Z--28482,4.512165999,-74.08844281
Z--28483,4.512138999,-74.08834181
Z--28484,4.515102167,-74.08886011
Z--28485,4.515122999,-74.08874381
Z--28486,4.519220999,-74.09107881
Z--28487,4.519446999,-74.09109181
Z--28488,4.521619999,-74.08886581
Z--28489,4.521487999,-74.08894481
Z--28490,4.524224999,-74.08750181
Z--28491,4.524517999,-74.08740381
Z--28492,4.528815999,-74.08620581
Z--28493,4.528660999,-74.08603881
Z--28495,4.604453449,-74.09497315
Z--28496,4.604667115,-74.09591548
Z--28499,4.557395114,-74.09098931
Z--28500,4.556040948,-74.09081581
Z--28502,4.603609949,-74.09383415
Z--28503,4.750154441,-74.05626658
Z--28504,4.661855002,-74.05747904
Z--28505,4.708630673,-74.04861144
Z--28506,4.686885677,-74.04759187
Z--28507,4.660015524,-74.05411572
Z--28508,4.742964438,-74.12326208
Z--28509,4.532966296,-74.10893435
Z--28511,4.675044784,-74.08429931
Z--28516,4.677707072,-74.08711957
Z--28517,4.676006117,-74.08474264
Z--28518,4.664223989,-74.02246506
Z--28519,4.614283117,-74.21344721
Z--28520,4.65784295,-74.05835546
Z--28521,4.67275245,-74.08274264
Z--28522,4.668695284,-74.0799693
Z--28523,4.665868617,-74.07804147
Z--28524,4.660290783,-74.0750653
Z--28525,4.657827117,-74.0714228
Z--28526,4.65621795,-74.06935463
Z--28527,4.654724283,-74.06718996
Z--28528,4.656751283,-74.06542413
Z--28531,4.657553783,-74.05952413
Z--28532,4.656544783,-74.05797879
Z--28533,4.65554445,-74.05503579
Z--28534,4.657277117,-74.05381629
Z--28535,4.66279845,-74.04881195
Z--28536,4.66502345,-74.04601512
Z--28537,4.667647784,-74.04410011
Z--28538,4.66911795,-74.04065295
Z--28539,4.675362784,-74.02867394
Z--28540,4.67403495,-74.02097393
Z--28541,4.670417617,-74.0211671
Z--28542,4.668118226,-74.02216842
Z--28543,4.666830617,-74.0228221
Z--28545,4.66682845,-74.01999743
Z--28546,4.66813795,-74.0175851
Z--28547,4.66954445,-74.01711993
Z--28548,4.67091145,-74.01630243
Z--28549,4.674436117,-74.02104077
Z--28550,4.67524895,-74.0231576
Z--28551,4.675498284,-74.02892694
Z--28552,4.67426195,-74.03688794
Z--28553,4.669372117,-74.04113195
Z--28554,4.668924737,-74.04420207
Z--28555,4.665042117,-74.04622545
Z--28556,4.663431283,-74.04855828
Z--28557,4.660051617,-74.05189062
Z--28558,4.657074283,-74.05434912
Z--28559,4.655819617,-74.05643812
Z--2856,4.765740453,-74.02883927
Z--28561,4.655908051,-74.05972506
Z--28562,4.654322783,-74.06075363
Z--28563,4.65303545,-74.06138246
Z--28564,4.655477617,-74.06410679
Z--28565,4.656724617,-74.0661168
Z--28566,4.659644117,-74.07035663
Z--28567,4.662327283,-74.0740938
Z--28568,4.666057117,-74.0779763
Z--28569,4.668318784,-74.07953397
Z--28570,4.671032617,-74.08137131
Z--28571,4.674328617,-74.08360081
Z--28573,4.749839453,-74.05971063
Z--28574,4.751861619,-74.06052079
Z--28575,4.753597119,-74.05693062
Z--28576,4.753019119,-74.05365579
Z--28577,4.752215452,-74.05009862
Z--28578,4.749653619,-74.04400961
Z--28579,4.746326452,-74.04457078
Z--28580,4.742285619,-74.04549445
Z--28581,4.740769785,-74.04327728
Z--28582,4.739462619,-74.04324078
Z--28583,4.737721452,-74.04363978
Z--28584,4.734303785,-74.04443078
Z--28585,4.732217452,-74.04494762
Z--28586,4.730955452,-74.04520878
Z--28587,4.727254285,-74.04584628
Z--28588,4.724618952,-74.04619345
Z--28589,4.721239952,-74.04669712
Z--28590,4.718588785,-74.04710495
Z--28593,4.704915618,-74.04746445
Z--28594,4.704170951,-74.04437145
Z--28595,4.702722951,-74.04298928
